ObjectID,Pair,i,j,Distance_Meters_dij,dij,popi,popj,pij20,pij60,pij140,Mij_10%_20mi,Mij_10%_60mi,Mij_10%_140mi,Mij_30%_20mi,Mij_30%_60mi,Mij_30%_140mi,Mij_50%_20mi,Mij_50%_60mi,Mij_50%_140mi,Real_mij,Mij_R
220,2 - 168,2,168,53992.18,33.55,144900,16649,0,0.00358844,0.003385793,0,52,49,0,156,147,0,260,245,0,0
221,2 - 129,2,129,53992.38,33.55,144900,26974,0,0.005813816,0.005485497,0,84,79,0,253,238,0,421,397,0,0
222,2 - 118,2,118,55226.64,34.32,144900,3422,0,0.000721074,0.000680353,0,10,10,0,31,30,0,52,49,0,0
223,2 - 153,2,153,55479.71,34.47,144900,59540,0,0.012488866,0.011783594,0,181,171,0,543,512,0,905,854,1,115
224,2 - 106,2,106,56418.19,35.06,144900,7195,0,0.001484089,0.00140028,0,22,20,0,65,61,0,108,101,0,0
225,2 - 152,2,152,57380.68,35.65,144900,18106,0,0.003672021,0.003464654,0,53,50,0,160,151,0,266,251,0,0
226,2 - 17,2,17,58807.71,36.54,144900,3614,0,0.000715158,0.000674772,0,10,10,0,31,29,0,52,49,0,0
227,2 - 112,2,112,59870.03,37.20,144900,4380,0,0.00085136,0.000803281,0,12,12,0,37,35,0,62,58,0,0
228,2 - 95,2,95,60036.65,37.31,144900,43807,0,0.008491324,0.008011801,0,123,116,0,369,348,0,615,580,0,0
229,2 - 139,2,139,60516.85,37.60,144900,3434,0,0.000660347,0.000623056,0,10,9,0,29,27,0,48,45,0,0
230,2 - 136,2,136,60537.35,37.62,144900,7560,0,0.001453271,0.001371202,0,21,20,0,63,60,0,105,99,0,0
231,2 - 132,2,132,61311.62,38.10,144900,11645,0,0.002210269,0.00208545,0,32,30,0,96,91,0,160,151,0,0
232,2 - 127,2,127,61509.21,38.22,144900,2262,0,0.000427958,0.00040379,0,6,6,0,19,18,0,31,29,0,0
233,2 - 111,2,111,62716.92,38.97,144900,6370,0,0.001181961,0.001115213,0,17,16,0,51,48,0,86,81,0,0
234,2 - 103,2,103,62858.37,39.06,144900,12950,0,0.00239748,0.002262089,0,35,33,0,104,98,0,174,164,0,0
235,2 - 76,2,76,63950.09,39.74,144900,60032,0,0.010924208,0.010307295,0,158,149,0,475,448,0,791,747,0,0
236,2 - 113,2,113,66251.47,41.17,144900,46146,0,0.008105632,0.00764789,0,117,111,0,352,332,0,587,554,0,0
237,2 - 74,2,74,66263.21,41.17,144900,20432,0,0.003588283,0.003385645,0,52,49,0,156,147,0,260,245,1,115
238,2 - 126,2,126,67729.79,42.09,144900,8127,0,0.001396365,0.001317509,0,20,19,0,61,57,0,101,95,0,0
239,2 - 92,2,92,67949.85,42.22,144900,17623,0,0.003018142,0.002847701,0,44,41,0,131,124,0,219,206,0,0
240,2 - 116,2,116,69317.27,43.07,144900,6914,0,0.001160744,0.001095194,0,17,16,0,50,48,0,84,79,0,0
241,2 - 138,2,138,69545.19,43.21,144900,1399,0,0.000234099,0.000220879,0,3,3,0,10,10,0,17,16,0,0
242,2 - 104,2,104,69629.49,43.27,144900,13905,0,0.002323946,0.002192708,0,34,32,0,101,95,0,168,159,0,0
243,2 - 110,2,110,69655.76,43.28,144900,8222,0,0.001373627,0.001296055,0,20,19,0,60,56,0,100,94,0,0
244,2 - 124,2,124,69948.93,43.46,144900,5430,0,0.000903373,0.000852358,0,13,12,0,39,37,0,65,62,0,0
245,2 - 125,2,125,70960.59,44.09,144900,2785,0,0.000456727,0.000430934,0,7,6,0,20,19,0,33,31,0,0
246,2 - 105,2,105,71034.57,44.14,144900,4463,0,0.000731148,0.000689859,0,11,10,0,32,30,0,53,50,0,0
247,2 - 102,2,102,71591.81,44.49,144900,4229,0,0.000687421,0.000648601,0,10,9,0,30,28,0,50,47,0,0
248,2 - 90,2,90,72027.91,44.76,144900,72453,0,0.011705876,0.01104482,0,170,160,0,509,480,0,848,800,0,0
249,2 - 93,2,93,72769.18,45.22,144900,20145,0,0.003221574,0.003039645,0,47,44,0,140,132,0,233,220,0,0
250,2 - 77,2,77,73622.37,45.75,144900,9665,0,0.001527708,0.001441435,0,22,21,0,66,63,0,111,104,0,0
251,2 - 91,2,91,73778.28,45.84,144900,30112,0,0.004749626,0.004481405,0,69,65,0,206,195,0,344,325,0,0
252,2 - 115,2,115,74330.89,46.19,144900,9305,0,0.001456785,0.001374517,0,21,20,0,63,60,0,106,100,0,0
253,2 - 114,2,114,74890.07,46.53,144900,10087,0,0.001567423,0.001478907,0,23,21,0,68,64,0,114,107,0,0
254,2 - 109,2,109,75998.68,47.22,144900,6674,0,0.001021947,0.000964236,0,15,14,0,44,42,0,74,70,0,0
255,2 - 83,2,83,77349.62,48.06,144900,25506,0,0.00383736,0.003620656,0,56,52,0,167,157,0,278,262,0,0
256,2 - 99,2,99,77973.10,48.45,144900,26082,0,0.003892642,0.003672816,0,56,53,0,169,160,0,282,266,0,0
257,2 - 123,2,123,80285.68,49.89,144900,2879,0,0.000417303,0.000393737,0,6,6,0,18,17,0,30,29,0,0
258,2 - 137,2,137,80328.53,49.91,144900,34228,0,0.004958611,0.004678588,0,72,68,0,216,203,0,359,339,0,0
259,2 - 108,2,108,80713.08,50.15,144900,12854,0,0.001853287,0.001748628,0,27,25,0,81,76,0,134,127,0,0
260,2 - 73,2,73,81536.32,50.66,144900,18302,0,0.002612136,0.002464623,0,38,36,0,114,107,0,189,179,0,0
261,2 - 128,2,128,82268.69,51.12,144900,6685,0,0.000945617,0.000892216,0,14,13,0,41,39,0,69,65,0,0
262,2 - 86,2,86,82804.99,51.45,144900,122587,0,0.017228055,0.01625515,0,250,236,0,749,707,0,1248,1178,1,115
263,2 - 38,2,38,82974.00,51.56,144900,7366,0,0.00103309,0.000974749,0,15,14,0,45,42,0,75,71,0,0
264,2 - 98,2,98,83147.50,51.67,144900,62939,0,0.008808845,0.008311391,0,128,120,0,383,361,0,638,602,0,0
265,2 - 122,2,122,83752.04,52.04,144900,1368,0,0.000190081,0.000179347,0,3,3,0,8,8,0,14,13,0,0
266,2 - 107,2,107,85197.92,52.94,144900,8988,0,0.001227672,0.001158343,0,18,17,0,53,50,0,89,84,0,0
267,2 - 33,2,33,86209.46,53.57,144900,2338,0,0.000315601,0.000297778,0,5,4,0,14,13,0,23,22,0,0
268,2 - 80,2,80,86294.47,53.62,144900,49998,0,0.006742454,0.006361694,0,98,92,0,293,277,0,488,461,1,115
269,2 - 78,2,78,87032.56,54.08,144900,10270,0,0.00137321,0.001295662,0,20,19,0,60,56,0,99,94,0,0
270,2 - 84,2,84,88084.18,54.73,144900,34491,0,0.004556761,0.004299431,0,66,62,0,198,187,0,330,311,0,0
271,2 - 135,2,135,88242.97,54.83,144900,2703,0,0.000356463,0.000336333,0,5,5,0,15,15,0,26,24,0,0
272,2 - 89,2,89,88709.33,55.12,144900,6358,0,0.000834064,0.000786963,0,12,11,0,36,34,0,60,57,0,0
273,2 - 141,2,141,91737.92,57.00,144900,10655,0,0.001351615,0.001275286,0,20,18,0,59,55,0,98,92,0,0
274,2 - 26,2,26,91958.74,57.14,144900,18645,0,0.002359488,0.002226242,0,34,32,0,103,97,0,171,161,0,0
275,2 - 94,2,94,92315.26,57.36,144900,24979,0,0.003148835,0.002971014,0,46,43,0,137,129,0,228,215,0,0
276,2 - 75,2,75,92458.27,57.45,144900,21301,0,0.002681036,0.002529632,0,39,37,0,117,110,0,194,183,0,0
277,2 - 117,2,117,93401.05,58.04,144900,3624,0,0.000451528,0.000426029,0,7,6,0,20,19,0,33,31,0,0
278,2 - 25,2,25,93426.45,58.05,144900,15936,0,0.001984988,0.001872891,0,29,27,0,86,81,0,144,136,0,0
279,2 - 88,2,88,93717.93,58.23,144900,57699,0,0.007164633,0.006760031,0,104,98,0,311,294,0,519,490,0,0
280,2 - 40,2,40,94255.91,58.57,144900,4123,0,0.000509041,0.000480295,0,7,7,0,22,21,0,37,35,0,0
281,2 - 96,2,96,94822.79,58.92,144900,26054,0,0.003197496,0.003016927,0,46,44,0,139,131,0,232,219,0,0
282,2 - 130,2,130,95292.90,59.21,144900,1640,0,0.000200277,0.000188967,0,3,3,0,9,8,0,15,14,0,0
283,2 - 60,2,60,95533.69,59.36,144900,9482,0,0.001155026,0.001089799,0,17,16,0,50,47,0,84,79,0,0
284,2 - 100,2,100,95991.67,59.65,144900,28760,0,0.003486612,0.003289716,0,51,48,0,152,143,0,253,238,0,0
285,2 - 120,2,120,96328.86,59.86,144900,1055,0,0.000127451,0.000120254,0,2,2,0,6,5,0,9,9,0,0
286,2 - 44,2,44,98854.08,61.43,144900,18887,0,0,0.002097836,0,0,30,0,0,91,0,0,152,0,0
287,2 - 55,2,55,100718.85,62.58,144900,3231,0,0,0.000352232,0,0,5,0,0,15,0,0,26,0,0
288,2 - 121,2,121,101408.28,63.01,144900,1405,0,0,0.000152127,0,0,2,0,0,7,0,0,11,0,0
289,2 - 85,2,85,101439.34,63.03,144900,11375,0,0,0.001231255,0,0,18,0,0,54,0,0,89,0,0
290,2 - 101,2,101,101691.62,63.19,144900,12876,0,0,0.001390269,0,0,20,0,0,60,0,0,101,0,0
291,2 - 56,2,56,101809.34,63.26,144900,4890,0,0,0.000527381,0,0,8,0,0,23,0,0,38,0,0
292,2 - 71,2,71,101990.80,63.37,144900,29303,0,0,0.003154672,0,0,46,0,0,137,0,0,229,0,0
293,2 - 35,2,35,102224.99,63.52,144900,26939,0,0,0.002893527,0,0,42,0,0,126,0,0,210,0,0
294,2 - 79,2,79,102333.88,63.59,144900,5147,0,0,0.000552253,0,0,8,0,0,24,0,0,40,0,0
295,2 - 81,2,81,102952.29,63.97,144900,11375,0,0,0.001213161,0,0,18,0,0,53,0,0,88,0,0
296,2 - 57,2,57,103674.60,64.42,144900,5385,0,0,0.000570317,0,0,8,0,0,25,0,0,41,3,346
297,2 - 34,2,34,103753.86,64.47,144900,18716,0,0,0.001980669,0,0,29,0,0,86,0,0,143,0,0
298,2 - 134,2,134,103994.35,64.62,144900,3598,0,0,0.000379887,0,0,6,0,0,17,0,0,28,0,0
299,2 - 87,2,87,104384.26,64.86,144900,2120,0,0,0.000223,0,0,3,0,0,10,0,0,16,0,0
300,2 - 24,2,24,104726.46,65.07,144900,2537,0,0,0.000265991,0,0,4,0,0,12,0,0,19,0,0
301,2 - 131,2,131,105226.50,65.38,144900,3254,0,0,0.000339544,0,0,5,0,0,15,0,0,25,0,0
302,2 - 30,2,30,106802.70,66.36,144900,7207,0,0,0.000740927,0,0,11,0,0,32,0,0,54,0,0
303,2 - 29,2,29,109464.40,68.02,144900,38692,0,0,0.003881069,0,0,56,0,0,169,0,0,281,0,0
304,2 - 59,2,59,110204.10,68.48,144900,16299,0,0,0.001623926,0,0,24,0,0,71,0,0,118,0,0
305,2 - 58,2,58,110309.85,68.54,144900,12414,0,0,0.001235664,0,0,18,0,0,54,0,0,90,0,0
306,2 - 97,2,97,111088.99,69.03,144900,15743,0,0,0.001556036,0,0,23,0,0,68,0,0,113,0,0
307,2 - 69,2,69,111341.21,69.18,144900,14655,0,0,0.001445217,0,0,21,0,0,63,0,0,105,0,0
308,2 - 82,2,82,111458.90,69.26,144900,44466,0,0,0.004380426,0,0,63,0,0,190,0,0,317,0,0
309,2 - 37,2,37,112694.33,70.02,144900,39136,0,0,0.003813093,0,0,55,0,0,166,0,0,276,0,0
310,2 - 27,2,27,113715.05,70.66,144900,1933,0,0,0.000186645,0,0,3,0,0,8,0,0,14,0,0
311,2 - 31,2,31,115781.90,71.94,144900,14736,0,0,0.001397468,0,0,20,0,0,61,0,0,101,0,0
312,2 - 67,2,67,116715.82,72.52,144900,10834,0,0,0.001019206,0,0,15,0,0,44,0,0,74,0,0
313,2 - 65,2,65,116775.25,72.56,144900,24706,0,0,0.002323029,0,0,34,0,0,101,0,0,168,0,0
314,2 - 39,2,39,118324.74,73.52,144900,4638,0,0,0.000430386,0,0,6,0,0,19,0,0,31,0,0
315,2 - 61,2,61,118616.81,73.71,144900,25817,0,0,0.002389806,0,0,35,0,0,104,0,0,173,0,0
316,2 - 41,2,41,120399.39,74.81,144900,2889,0,0,0.000263467,0,0,4,0,0,11,0,0,19,0,0
317,2 - 42,2,42,120970.07,75.17,144900,18449,0,0,0.001674549,0,0,24,0,0,73,0,0,121,0,0
318,2 - 32,2,32,121224.49,75.33,144900,4248,0,0,0.000384766,0,0,6,0,0,17,0,0,28,0,0
319,2 - 72,2,72,122472.52,76.10,144900,5887,0,0,0.000527787,0,0,8,0,0,23,0,0,38,0,0
320,2 - 62,2,62,123384.09,76.67,144900,1685,0,0,0.000149949,0,0,2,0,0,7,0,0,11,0,0
321,2 - 48,2,48,124064.81,77.09,144900,2256,0,0,0.000199661,0,0,3,0,0,9,0,0,14,0,0
322,2 - 68,2,68,124819.70,77.56,144900,11884,0,0,0.0010454,0,0,15,0,0,45,0,0,76,0,0
323,2 - 28,2,28,127319.47,79.11,144900,11591,0,0,0.000999607,0,0,14,0,0,43,0,0,72,0,0
324,2 - 36,2,36,128699.29,79.97,144900,5243,0,0,0.000447308,0,0,6,0,0,19,0,0,32,0,0
325,2 - 50,2,50,128764.82,80.01,144900,1853,0,0,0.000158009,0,0,2,0,0,7,0,0,11,0,0
326,2 - 45,2,45,129978.60,80.76,144900,4261,0,0,0.00035995,0,0,5,0,0,16,0,0,26,0,0
327,2 - 47,2,47,131566.07,81.75,144900,5100,0,0,0.000425627,0,0,6,0,0,19,0,0,31,0,0
328,2 - 43,2,43,133997.15,83.26,144900,2535,0,0,0.000207723,0,0,3,0,0,9,0,0,15,0,0
329,2 - 70,2,70,134050.65,83.30,144900,840,0,0,6.8804E-05,0,0,1,0,0,3,0,0,5,0,0
330,2 - 49,2,49,134391.81,83.51,144900,1790,0,0,0.000146246,0,0,2,0,0,6,0,0,11,0,0
331,2 - 52,2,52,136761.83,84.98,144900,15173,0,0,0.001218175,0,0,18,0,0,53,0,0,88,0,0
332,2 - 46,2,46,137560.25,85.48,144900,8280,0,0,0.000660907,0,0,10,0,0,29,0,0,48,1,115
333,2 - 53,2,53,140724.50,87.44,144900,4204,0,0,0.000328017,0,0,5,0,0,14,0,0,24,0,0
334,2 - 63,2,63,145020.96,90.11,144900,3780,0,0,0.000286196,0,0,4,0,0,12,0,0,21,0,0
335,2 - 66,2,66,146243.56,90.87,144900,7862,0,0,0.000590282,0,0,9,0,0,26,0,0,43,0,0
336,2 - 51,2,51,150002.18,93.21,144900,17287,0,0,0.001265392,0,0,18,0,0,55,0,0,92,0,0
337,2 - 54,2,54,154451.73,95.97,144900,9395,0,0,0.000667893,0,0,10,0,0,29,0,0,48,0,0
338,2 - 64,2,64,158856.36,98.71,144900,9395,0,0,0.000649375,0,0,9,0,0,28,0,0,47,0,0
339,3 - 3,3,3,0.00,0.00,17002,17002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,3 - 119,3,119,9845.67,6.12,17002,1641,0.008832799,0.00245393,0.002273937,15,4,4,45,13,12,75,21,19,0,0
341,3 - 4,3,4,11318.67,7.03,17002,84730,0.396713405,0.110214996,0.102130864,674,187,174,2023,562,521,3372,937,868,1,26
342,3 - 1,3,1,12051.54,7.49,17002,19714,0.086689641,0.024084133,0.022317592,147,41,38,442,123,114,737,205,190,2,51
343,3 - 12,3,12,12082.80,7.51,17002,27774,0.121816489,0.033843081,0.031360733,207,58,53,621,173,160,1036,288,267,0,0
344,3 - 129,3,129,17097.57,10.62,17002,26974,0.083607641,0.023227891,0.021524154,142,39,37,426,118,110,711,197,183,0,0
345,3 - 133,3,133,17174.18,10.67,17002,2160,0.006665194,0.001851726,0.001715904,11,3,3,34,9,9,57,16,15,0,0
346,3 - 11,3,11,19416.65,12.06,17002,13877,0.037875328,0.010522531,0.009750717,64,18,17,193,54,50,322,89,83,0,0
347,3 - 164,3,164,21108.70,13.12,17002,19656,0.049347905,0.013709845,0.012704245,84,23,22,252,70,65,420,117,108,0,0
348,3 - 14,3,14,21803.82,13.55,17002,9125,0.022178667,0.006161682,0.00570973,38,10,10,113,31,29,189,52,49,0,0
349,3 - 9,3,9,22125.03,13.75,17002,19470,0.046635556,0.012956299,0.012005971,79,22,20,238,66,61,396,110,102,0,0
350,3 - 17,3,17,22364.81,13.90,17002,3614,0.008563632,0.00237915,0.002204642,15,4,4,44,12,11,73,20,19,0,0
351,3 - 142,3,142,25090.93,15.59,17002,9537,0.020143274,0.005596208,0.005185734,34,10,9,103,29,26,171,48,44,0,0
352,3 - 15,3,15,25557.03,15.88,17002,25008,0.051856547,0.014406796,0.013350076,88,24,23,264,73,68,441,122,113,0,0
353,3 - 6,3,6,26249.77,16.31,17002,7517,0.015175891,0.004216169,0.003906918,26,7,7,77,22,20,129,36,33,0,0
354,3 - 161,3,161,28680.76,17.82,17002,13226,0.024438413,0.006789485,0.006291484,42,12,11,125,35,32,208,58,53,0,0
355,3 - 139,3,139,29106.87,18.09,17002,3434,0.0062523,0.001737015,0.001609607,11,3,3,32,9,8,53,15,14,0,0
356,3 - 154,3,154,31021.02,19.28,17002,7731,0.013207318,0.00366926,0.003400124,22,6,6,67,19,17,112,31,29,0,0
357,3 - 118,3,118,32345.50,20.10,17002,3422,0,0.001557633,0.001443382,0,3,2,0,8,7,0,13,12,0,0
358,3 - 20,3,20,32353.37,20.10,17002,35802,0,0.016292462,0.01509743,0,28,26,0,83,77,0,139,128,0,0
359,3 - 23,3,23,32417.35,20.14,17002,18397,0,0.008355422,0.007742562,0,14,13,0,43,39,0,71,66,0,0
360,3 - 16,3,16,32916.30,20.45,17002,41097,0,0.018382224,0.017033911,0,31,29,0,94,87,0,156,145,0,0
361,3 - 21,3,21,33293.79,20.69,17002,10247,0,0.0045314,0.004199028,0,8,7,0,23,21,0,39,36,0,0
362,3 - 138,3,138,33424.72,20.77,17002,1399,0,0.000616239,0.000571038,0,1,1,0,3,3,0,5,5,0,0
363,3 - 163,3,163,33570.42,20.86,17002,16509,0,0.007240405,0.00670933,0,12,11,0,37,34,0,62,57,0,0
364,3 - 125,3,125,34065.79,21.17,17002,2785,0,0.001203665,0.001115378,0,2,2,0,6,6,0,10,9,0,0
365,3 - 148,3,148,34584.98,21.49,17002,12515,0,0.005327731,0.004936948,0,9,8,0,27,25,0,45,42,0,0
366,3 - 140,3,140,35732.04,22.20,17002,21641,0,0.008916993,0.008262943,0,15,14,0,45,42,0,76,70,0,0
367,3 - 143,3,143,36250.59,22.53,17002,18721,0,0.007603488,0.007045781,0,13,12,0,39,36,0,65,60,1,26
368,3 - 7,3,7,36798.85,22.87,17002,61952,0,0.024786775,0.022968696,0,42,39,0,126,117,0,211,195,0,0
369,3 - 156,3,156,37188.90,23.11,17002,31288,0,0.012386923,0.011478357,0,21,20,0,63,59,0,105,98,0,0
370,3 - 144,3,144,37505.29,23.30,17002,6182,0,0.002426808,0.002248805,0,4,4,0,12,11,0,21,19,0,0
371,3 - 127,3,127,38231.23,23.76,17002,2262,0,0.00087111,0.000807216,0,1,1,0,4,4,0,7,7,0,0
372,3 - 2,3,2,38525.14,23.94,17002,144900,0,0.055376183,0.051314409,0,94,87,0,282,262,0,471,436,0,0
373,3 - 166,3,166,39433.35,24.50,17002,108093,0,0.040358292,0.037398062,0,69,64,0,206,191,0,343,318,0,0
374,3 - 19,3,19,41148.03,25.57,17002,51967,0,0.018594199,0.017230338,0,32,29,0,95,88,0,158,146,0,0
375,3 - 160,3,160,42201.34,26.22,17002,13949,0,0.004866489,0.004509538,0,8,8,0,25,23,0,41,38,0,0
376,3 - 10,3,10,42619.00,26.48,17002,20213,0,0.006982749,0.006470573,0,12,11,0,36,33,0,59,55,0,0
377,3 - 22,3,22,42723.97,26.55,17002,28115,0,0.009688697,0.008978043,0,16,15,0,49,46,0,82,76,0,0
378,3 - 169,3,169,43181.02,26.83,17002,8805,0,0.003002171,0.002781965,0,5,5,0,15,14,0,26,24,0,0
379,3 - 145,3,145,43196.25,26.84,17002,5479,0,0.001867472,0.001730495,0,3,3,0,10,9,0,16,15,0,0
380,3 - 136,3,136,43278.10,26.89,17002,7560,0,0.00257189,0.002383245,0,4,4,0,13,12,0,22,20,0,0
381,3 - 126,3,126,43463.43,27.01,17002,8127,0,0.002752993,0.002551065,0,5,4,0,14,13,0,23,22,0,0
382,3 - 162,3,162,44125.09,27.42,17002,9790,0,0.0032666,0.003026999,0,6,5,0,17,15,0,28,26,0,0
383,3 - 155,3,155,44254.00,27.50,17002,54661,0,0.018185444,0.016851565,0,31,29,0,93,86,0,155,143,0,0
384,3 - 13,3,13,45894.06,28.52,17002,89047,0,0.028566806,0.026471466,0,49,45,0,146,135,0,243,225,0,0
385,3 - 168,3,168,47484.50,29.51,17002,16649,0,0.005162204,0.004783563,0,9,8,0,26,24,0,44,41,0,0
386,3 - 167,3,167,47551.56,29.55,17002,54879,0,0.016991838,0.015745508,0,29,27,0,87,80,0,144,134,0,0
387,3 - 122,3,122,47631.57,29.60,17002,1368,0,0.000422854,0.000391838,0,1,1,0,2,2,0,4,3,0,0
388,3 - 132,3,132,48527.31,30.15,17002,11645,0,0.003533069,0.003273923,0,6,6,0,18,17,0,30,28,0,0
389,3 - 157,3,157,49786.09,30.94,17002,130418,0,0.038568116,0.035739193,0,66,61,0,197,182,0,328,304,0,0
390,3 - 135,3,135,51826.03,32.20,17002,2703,0,0.000767886,0.000711563,0,1,1,0,4,4,0,7,6,0,0
391,3 - 147,3,147,52160.98,32.41,17002,29179,0,0.008236137,0.007632026,0,14,13,0,42,39,0,70,65,0,0
392,3 - 151,3,151,52391.08,32.55,17002,60940,0,0.017125529,0.015869393,0,29,27,0,87,81,0,146,135,0,0
393,3 - 123,3,123,52792.00,32.80,17002,2879,0,0.00080292,0.000744027,0,1,1,0,4,4,0,7,6,0,0
394,3 - 5,3,5,52994.30,32.93,17002,21753,0,0.006043506,0.005600222,0,10,10,0,31,29,0,51,48,1,26
395,3 - 124,3,124,53887.23,33.48,17002,5430,0,0.001483586,0.001374767,0,3,2,0,8,7,0,13,12,0,0
396,3 - 18,3,18,53971.04,33.54,17002,129775,0,0.035402113,0.032805413,0,60,56,0,181,167,0,301,279,0,0
397,3 - 76,3,76,54894.53,34.11,17002,60032,0,0.016100991,0.014920004,0,27,25,0,82,76,0,137,127,0,0
398,3 - 95,3,95,55666.59,34.59,17002,43807,0,0.011586382,0.010736535,0,20,18,0,59,55,0,98,91,0,0
399,3 - 137,3,137,56544.27,35.13,17002,34228,0,0.008912342,0.008258633,0,15,14,0,45,42,0,76,70,0,0
400,3 - 149,3,149,56831.29,35.31,17002,28699,0,0.007434952,0.006889607,0,13,12,0,38,35,0,63,59,0,0
401,3 - 159,3,159,58064.41,36.08,17002,23691,0,0.006007203,0.005566582,0,10,9,0,31,28,0,51,47,0,0
402,3 - 153,3,153,61122.22,37.98,17002,59540,0,0.014341963,0.013289998,0,24,23,0,73,68,0,122,113,0,0
403,3 - 92,3,92,61131.47,37.99,17002,17623,0,0.004244376,0.003933057,0,7,7,0,22,20,0,36,33,0,0
404,3 - 146,3,146,61890.95,38.46,17002,28005,0,0.006662042,0.006173389,0,11,10,0,34,31,0,57,52,0,0
405,3 - 77,3,77,61895.85,38.46,17002,9665,0,0.002299001,0.002130372,0,4,4,0,12,11,0,20,18,0,0
406,3 - 165,3,165,62405.64,38.78,17002,44535,0,0.010506946,0.009736275,0,18,17,0,54,50,0,89,83,0,0
407,3 - 8,3,8,62407.81,38.78,17002,62727,0,0.014798389,0.013712946,0,25,23,0,75,70,0,126,117,0,0
408,3 - 128,3,128,63585.84,39.51,17002,6685,0,0.001547889,0.001434353,0,3,2,0,8,7,0,13,12,0,0
409,3 - 120,3,120,64429.90,40.03,17002,1055,0,0.000241082,0.000223398,0,0,0,0,1,1,0,2,2,0,0
410,3 - 158,3,158,66652.56,41.42,17002,14158,0,0.003127404,0.002898013,0,5,5,0,16,15,0,27,25,0,0
411,3 - 74,3,74,67107.17,41.70,17002,20432,0,0.004482712,0.004153911,0,8,7,0,23,21,0,38,35,0,0
412,3 - 134,3,134,67287.49,41.81,17002,3598,0,0.000787274,0.000729528,0,1,1,0,4,4,0,7,6,0,0
413,3 - 90,3,90,67909.04,42.20,17002,72453,0,0.015708246,0.014556066,0,27,25,0,80,74,0,134,124,0,0
414,3 - 141,3,141,67953.67,42.22,17002,10655,0,0.002308551,0.002139222,0,4,4,0,12,11,0,20,18,0,0
415,3 - 130,3,130,68760.34,42.73,17002,1640,0,0.00035116,0.000325403,0,1,1,0,2,2,0,3,3,0,0
416,3 - 83,3,83,69473.43,43.17,17002,25506,0,0.005405334,0.005008859,0,9,9,0,28,26,0,46,43,0,0
417,3 - 112,3,112,70364.50,43.72,17002,4380,0,0.000916472,0.00084925,0,2,1,0,5,4,0,8,7,0,0
418,3 - 73,3,73,71765.18,44.59,17002,18302,0,0.003754773,0.003479365,0,6,6,0,19,18,0,32,30,1,26
419,3 - 150,3,150,72668.01,45.15,17002,22216,0,0.004501129,0.004170977,0,8,7,0,23,21,0,38,35,0,0
420,3 - 91,3,91,73774.47,45.84,17002,30112,0,0.006009418,0.005568634,0,10,9,0,31,28,0,51,47,0,0
421,3 - 78,3,78,73937.25,45.94,17002,10270,0,0.00204506,0.001895057,0,3,3,0,10,10,0,17,16,0,0
422,3 - 131,3,131,74007.49,45.99,17002,3254,0,0.000647352,0.00059987,0,1,1,0,3,3,0,6,5,0,0
423,3 - 106,3,106,74014.03,45.99,17002,7195,0,0.00143125,0.00132627,0,2,2,0,7,7,0,12,11,0,0
424,3 - 113,3,113,74708.14,46.42,17002,46146,0,0.009094212,0.008427163,0,15,14,0,46,43,0,77,72,0,0
425,3 - 117,3,117,74718.21,46.43,17002,3624,0,0.000714103,0.000661724,0,1,1,0,4,3,0,6,6,0,0
426,3 - 98,3,98,75271.31,46.77,17002,62939,0,0.012310885,0.011407897,0,21,19,0,63,58,0,105,97,0,0
427,3 - 104,3,104,75792.63,47.10,17002,13905,0,0.002701114,0.002502991,0,5,4,0,14,13,0,23,21,0,0
428,3 - 93,3,93,77479.11,48.14,17002,20145,0,0.003828085,0.0035473,0,7,6,0,20,18,0,33,30,0,0
429,3 - 152,3,152,78361.62,48.69,17002,18106,0,0.003401872,0.003152349,0,6,5,0,17,16,0,29,27,0,0
430,3 - 121,3,121,78395.68,48.71,17002,1405,0,0.000263866,0.000244512,0,0,0,0,1,1,0,2,2,0,0
431,3 - 99,3,99,79117.67,49.16,17002,26082,0,0.004853626,0.004497619,0,8,8,0,25,23,0,41,38,0,0
432,3 - 86,3,86,80137.13,49.79,17002,122587,0,0.022522134,0.020870164,0,38,35,0,115,106,0,191,177,0,0
433,3 - 115,3,115,82143.53,51.04,17002,9305,0,0.001667792,0.001545462,0,3,3,0,9,8,0,14,13,0,0
434,3 - 94,3,94,82186.11,51.07,17002,24979,0,0.004474819,0.004146597,0,8,7,0,23,21,0,38,35,0,0
435,3 - 111,3,111,83697.85,52.01,17002,6370,0,0.001120531,0.001038342,0,2,2,0,6,5,0,10,9,0,0
436,3 - 75,3,75,84582.08,52.56,17002,21301,0,0.003707836,0.003435871,0,6,6,0,19,18,0,32,29,0,0
437,3 - 103,3,103,84846.15,52.72,17002,12950,0,0.002247173,0.002082346,0,4,4,0,11,11,0,19,18,0,0
438,3 - 80,3,80,85686.21,53.24,17002,49998,0,0.008590938,0.007960804,0,15,14,0,44,41,0,73,68,0,0
439,3 - 87,3,87,85701.41,53.25,17002,2120,0,0.000364206,0.000337492,0,1,1,0,2,2,0,3,3,0,0
440,3 - 110,3,110,86656.00,53.85,17002,8222,0,0.00139694,0.001294476,0,2,2,0,7,7,0,12,11,0,0
441,3 - 85,3,85,88483.23,54.98,17002,11375,0,0.001892733,0.001753903,0,3,3,0,10,9,0,16,15,0,0
